time;count
0;974
0.01;4
0.02;8
0.03;2
0.04;1
0.05;3
0.06;2
0.07;2
0.08;12
0.09;18
0.1;5
0.11;6
0.12;7
0.13;8
0.14;4
0.15;5
0.16;0
0.17;1
0.18;6
0.19;3
0.2;0
0.21;1
0.22;3
0.23;3
0.24;4
0.25;6
0.26;7
0.27;7
0.28;4
0.29;12
0.3;0
0.31;4
0.32;1
0.33;4
0.34;2
0.35;3
0.36;4
0.37;2
0.38;3
0.39;4
0.4;3
0.41;6
0.42;2
0.43;3
0.44;3
0.45;2
0.46;3
0.47;14
0.48;4
0.49;3
0.5;3
0.51;3
0.52;3
0.53;1
0.54;9
0.55;4
0.56;5
0.57;5
0.58;3
0.59;4
0.6;7
0.61;5
0.62;3
0.63;3
0.64;3
0.65;4
0.66;5
0.67;3
0.68;4
0.69;7
0.7;9
0.71;7
0.72;10
0.73;7
0.74;7
0.75;6
0.76;2
0.77;3
0.78;4
0.79;6
0.8;7
0.81;5
0.82;6
0.83;3
0.84;3
0.85;2
0.86;5
0.87;4
0.88;5
0.89;4
0.9;1
0.91;2
0.92;3
0.93;2
0.94;2
0.95;1
0.96;1
0.97;7
0.98;1
0.99;3
1;4
1.01;1
1.02;5
1.03;3
1.04;1
1.05;4
1.06;2
1.07;1
1.08;1
1.09;0
1.1;2
1.11;1
1.12;2
1.13;2
1.14;1
1.15;1
1.16;0
1.17;3
1.18;1
1.19;1
1.2;1
1.21;1
1.22;2
1.23;1
1.24;0
1.25;5
1.26;2
1.27;1
1.28;2
1.29;2
1.3;4
1.31;1
1.32;1
1.33;2
1.34;0
1.35;1
1.36;1
1.37;3
1.38;1
1.39;0
1.4;1
1.41;2
1.42;2
1.43;4
1.44;0
1.45;0
1.46;1
1.47;0
1.48;0
1.49;0
1.5;0
1.51;0
1.52;0
1.53;0
1.54;2
1.55;0
1.56;2
1.57;0
1.58;1
1.59;0
1.6;2
1.61;0
1.62;0
1.63;1
1.64;0
1.65;1
1.66;0
1.67;0
1.68;1
1.69;1
1.7;2
1.71;0
1.72;0
1.73;0
1.74;1
1.75;1
1.76;0
1.77;0
1.78;0
1.79;0
1.8;0
1.81;1
1.82;0
1.83;0
1.84;1
1.85;0
1.86;0
1.87;0
1.88;0
1.89;0
1.9;0
1.91;1
1.92;0
1.93;0
1.94;0
1.95;1
1.96;0
1.97;0
1.98;0
1.99;0
2;0
2.01;0
2.02;0
2.03;0
2.04;0
2.05;0
2.06;0
2.07;0
2.08;0
2.09;0
2.1;0
2.11;0
2.12;0
2.13;0
2.14;0
2.15;0
2.16;0
2.17;0
2.18;0
