time;count
0;998
0.01;20
0.02;4
0.03;1
0.04;3
0.05;8
0.06;2
0.07;1
0.08;0
0.09;4
0.1;1
0.11;2
0.12;1
0.13;5
0.14;0
0.15;2
0.16;3
0.17;3
0.18;6
0.19;6
0.2;3
0.21;9
0.22;3
0.23;9
0.24;6
0.25;12
0.26;6
0.27;6
0.28;8
0.29;3
0.3;4
0.31;1
0.32;6
0.33;4
0.34;2
0.35;4
0.36;3
0.37;3
0.38;0
0.39;3
0.4;10
0.41;9
0.42;5
0.43;3
0.44;2
0.45;5
0.46;1
0.47;2
0.48;2
0.49;7
0.5;8
0.51;5
0.52;2
0.53;1
0.54;3
0.55;9
0.56;2
0.57;8
0.58;1
0.59;4
0.6;3
0.61;3
0.62;9
0.63;8
0.64;3
0.65;2
0.66;5
0.67;6
0.68;7
0.69;1
0.7;6
0.71;3
0.72;5
0.73;5
0.74;5
0.75;0
0.76;3
0.77;4
0.78;2
0.79;3
0.8;3
0.81;4
0.82;9
0.83;3
0.84;5
0.85;2
0.86;2
0.87;0
0.88;2
0.89;2
0.9;7
0.91;5
0.92;4
0.93;2
0.94;1
0.95;6
0.96;2
0.97;0
0.98;0
0.99;3
1;2
1.01;0
1.02;1
1.03;3
1.04;2
1.05;2
1.06;2
1.07;2
1.08;0
1.09;0
1.1;2
1.11;2
1.12;2
1.13;3
1.14;5
1.15;2
1.16;3
1.17;2
1.18;3
1.19;2
1.2;2
1.21;1
1.22;3
1.23;4
1.24;2
1.25;1
1.26;3
1.27;1
1.28;1
1.29;1
1.3;0
1.31;4
1.32;3
1.33;2
1.34;1
1.35;2
1.36;1
1.37;1
1.38;0
1.39;0
1.4;3
1.41;0
1.42;2
1.43;1
1.44;1
1.45;0
1.46;1
1.47;0
1.48;0
1.49;0
1.5;0
1.51;1
1.52;0
1.53;0
1.54;0
1.55;0
1.56;1
1.57;1
1.58;0
1.59;1
1.6;0
1.61;0
1.62;0
1.63;0
1.64;2
1.65;1
1.66;0
1.67;2
1.68;1
1.69;0
1.7;1
1.71;1
1.72;0
1.73;0
1.74;0
1.75;0
1.76;0
1.77;0
1.78;1
1.79;0
1.8;0
1.81;0
1.82;1
1.83;1
1.84;0
1.85;0
1.86;0
1.87;2
1.88;0
1.89;0
1.9;0
1.91;0
1.92;0
1.93;1
1.94;0
1.95;1
1.96;0
1.97;0
1.98;1
1.99;0
2;0
2.01;0
2.02;0
2.03;0
2.04;0
2.05;0
2.06;0
2.07;0
2.08;0
2.09;0
2.1;0
2.11;0
2.12;0
2.13;0
2.14;0
2.15;0
