time;count
0.000378667;41
0.000757333;86
0.001136;16
0.00151467;10
0.00189333;1
0.002272;1
0.00265067;0
0.00302933;0
0.003408;1
0.00378667;0
0.00416533;1
0.004544;0
0.00492267;0
0.00530133;0
0.00568;0
0.00605867;0
0.00643733;0
0.006816;0
0.00719467;0
0.00757333;0
0.007952;0
0.00833067;0
0.00870933;0
0.009088;0
0.00946667;0
0.00984533;0
0.010224;0
0.0106027;0
0.0109813;0
0.01136;0
0.0117387;0
0.0121173;0
0.012496;1
0.0128747;1
0.0132533;2
0.013632;1
0.0140107;1
0.0143893;0
0.014768;1
0.0151467;2
0.0155253;0
0.015904;1
0.0162827;1
0.0166613;0
0.01704;0
0.0174187;1
0.0177973;0
0.018176;0
0.0185547;0
0.0189333;1
0.019312;0
0.0196907;0
0.0200693;0
0.020448;0
0.0208267;0
0.0212053;0
0.021584;1
0.0219627;0
0.0223413;0
0.02272;0
0.0230987;0
0.0234773;0
0.023856;0
0.0242347;0
0.0246133;1
0.024992;0
0.0253707;0
0.0257493;0
0.026128;1
0.0265067;0
0.0268853;0
0.027264;0
0.0276427;0
0.0280213;0
0.0284;1
