time;count
0.000750667;487
0.00150133;40
0.002252;7
0.00300267;3
0.00375333;1
0.004504;1
0.00525467;1
0.00600533;9
0.006756;3
0.00750667;5
0.00825733;11
0.009008;18
0.00975867;21
0.0105093;18
0.01126;16
0.0120107;20
0.0127613;24
0.013512;34
0.0142627;33
0.0150133;22
0.015764;14
0.0165147;9
0.0172653;15
0.018016;7
0.0187667;5
0.0195173;4
0.020268;3
0.0210187;4
0.0217693;3
0.02252;2
0.0232707;3
0.0240213;2
0.024772;1
0.0255227;3
0.0262733;2
0.027024;1
0.0277747;2
0.0285253;1
0.029276;0
0.0300267;2
0.0307773;0
0.031528;0
0.0322787;0
0.0330293;0
0.03378;0
0.0345307;0
0.0352813;4
0.036032;1
0.0367827;1
0.0375333;4
0.038284;0
0.0390347;0
0.0397853;0
0.040536;0
0.0412867;0
0.0420373;0
0.042788;0
0.0435387;0
0.0442893;0
0.04504;1
0.0457907;1
0.0465413;0
0.047292;0
0.0480427;0
0.0487933;0
0.049544;0
0.0502947;1
0.0510453;0
0.051796;0
0.0525467;0
0.0532973;0
0.054048;0
0.0547987;1
0.0555493;0
0.0563;1
