frame;time
1780;2.1e-06
1781;8e-07
1782;9e-07
1783;1e-06
1784;1.2e-06
1785;1.5e-06
1786;4e-07
1787;4e-07
1788;3e-07
1789;3e-07
1790;4e-07
1791;2e-07
1792;3e-07
1793;7e-07
1794;3e-07
1795;5e-07
1796;4e-07
1797;1e-06
1798;1.4e-06
1799;5e-07
1800;5e-07
1801;3e-07
1802;1.8e-06
1803;4e-07
1804;3e-07
1805;3e-07
1806;5e-07
1807;5e-07
1808;6e-07
1809;4e-07
1810;3.6e-06
1811;3e-07
1812;4e-07
1813;6e-07
1814;1.2e-06
1815;3e-07
1816;6e-07
1817;6e-07
1818;9e-07
1819;1.8e-06
1820;4e-07
1821;0.0093453
1822;0.0085237
1823;6e-07
1824;4e-07
1825;4e-07
1826;5e-07
1827;4e-07
1828;0.0085907
1829;0.0082976
1830;4e-07
1831;5e-07
1832;5e-07
1833;2.15e-05
1834;4e-07
1835;5e-07
1836;6.4e-06
1837;0.0088312
1838;1.6e-06
1839;7e-07
1840;3.2e-06
1841;0.0092666
1842;4e-06
1843;0.0089778
1844;3.6e-06
1845;7e-07
1846;7e-07
1847;2.5e-06
1848;1.7e-06
1849;2e-06
1850;5e-07
1851;0.0024464
1852;1.7e-06
1853;6.7e-06
1854;6e-07
1855;9e-07
1856;7e-07
1857;6e-07
1858;6e-07
1859;6e-07
1860;7e-07
1861;0.0094751
1862;1.1e-06
1863;1e-06
1864;5e-07
1865;5e-07
1866;4e-07
1867;5e-07
1868;8e-07
1869;4e-07
1870;1.6e-06
1871;1.3e-06
1872;1e-06
1873;8e-07
1874;8e-07
1875;4e-07
1876;7e-07
1877;9e-07
1878;6e-07
1879;1e-06
1880;1e-06
1881;8e-07
1882;1e-06
1883;1.8e-06
1884;7e-07
1885;8e-07
1886;6e-07
1887;1.5e-06
1888;7e-07
1889;6e-07
1890;6e-07
1891;4e-07
1892;6e-07
1893;4e-07
1894;9e-07
1895;4e-07
1896;4e-07
1897;5e-07
1898;5e-07
1899;1.1e-06
1900;6e-07
1901;1e-06
1902;2.4e-06
1903;4e-07
1904;1.5e-06
1905;4e-07
1906;5e-07
1907;6e-07
1908;4e-07
1909;4e-07
1910;3e-07
1911;5e-07
1912;0.0005452
1913;7e-07
1914;7e-07
1915;9e-07
1916;6e-07
1917;9.7e-06
1918;1.4e-06
1919;2.9e-06
1920;2.1e-06
1921;6.7e-06
1922;4e-07
1923;4e-07
1924;4e-07
1925;3e-07
1926;3e-07
1927;5e-07
1928;6e-07
1929;4e-07
1930;3e-07
1931;7e-07
1932;8e-07
1933;1.2e-06
1934;1.3e-06
1935;9e-07
1936;9e-07
1937;5e-07
1938;1.5e-06
1939;1.3e-06
1940;1e-06
1941;7e-07
1942;5e-07
1943;5e-07
1944;3e-07
1945;5e-07
1946;3e-07
1947;6e-07
1948;8e-07
1949;7e-07
1950;7e-07
1951;1.1e-06
1952;1e-06
1953;5e-07
1954;4e-07
1955;1.4e-06
1956;4e-07
1957;2e-06
1958;1.4e-06
1959;2e-07
1960;3e-07
1961;3e-07
1962;8e-07
1963;8e-07
1964;1.4e-06
1965;1.8e-06
1966;5e-07
1967;6e-07
1968;5e-07
1969;6e-07
1970;1.1e-06
1971;3e-07
1972;1.9e-06
1973;5e-07
1974;3e-07
1975;4e-07
1976;4e-07
1977;5e-07
1978;5e-07
1979;6e-07
1980;7e-07
1981;4e-07
1982;3e-07
1983;6e-07
1984;6e-07
1985;7e-07
1986;2.7e-06
1987;8e-07
1988;3e-07
1989;1.1e-06
1990;3e-07
1991;1e-06
1992;5e-07
1993;4e-07
1994;4e-07
1995;4e-07
1996;6e-07
1997;5e-07
1998;5e-07
1999;9e-07
