time;count
0;58
0.01;0
0.02;0
0.03;0
0.04;0
0.05;0
0.06;0
0.07;0
0.08;0
0.09;0
0.1;0
0.11;0
0.12;0
0.13;0
0.14;0
0.15;0
0.16;0
0.17;0
0.18;0
0.19;0
0.2;0
0.21;0
0.22;0
0.23;0
0.24;0
0.25;0
0.26;0
0.27;0
0.28;0
0.29;0
0.3;0
0.31;0
0.32;0
0.33;0
0.34;0
0.35;0
0.36;0
0.37;0
0.38;0
0.39;0
0.4;0
0.41;0
0.42;0
0.43;0
0.44;0
0.45;0
0.46;0
0.47;0
0.48;0
0.49;0
0.5;0
0.51;0
0.52;0
0.53;0
0.54;0
0.55;0
0.56;0
0.57;0
0.58;0
0.59;0
0.6;0
0.61;0
0.62;0
0.63;0
0.64;0
0.65;0
0.66;0
0.67;0
0.68;0
0.69;0
0.7;0
0.71;0
0.72;0
0.73;0
0.74;0
0.75;0
0.76;0
0.77;0
0.78;0
0.79;0
0.8;0
0.81;0
0.82;0
0.83;0
0.84;0
0.85;0
0.86;0
0.87;0
0.88;0
0.89;0
0.9;0
0.91;0
0.92;0
0.93;0
0.94;0
0.95;0
0.96;0
0.97;0
0.98;0
0.99;0
1;0
1.01;0
1.02;0
1.03;0
1.04;0
1.05;0
1.06;0
1.07;0
1.08;0
1.09;0
1.1;0
1.11;0
1.12;0
1.13;0
1.14;0
1.15;0
1.16;0
1.17;0
1.18;0
1.19;0
1.2;0
1.21;0
1.22;0
1.23;0
1.24;0
1.25;0
1.26;0
1.27;0
1.28;0
1.29;0
1.3;0
1.31;0
1.32;0
1.33;0
1.34;0
1.35;0
1.36;0
1.37;0
1.38;0
1.39;0
1.4;0
1.41;0
1.42;0
1.43;0
1.44;0
1.45;0
1.46;0
1.47;0
1.48;0
1.49;0
1.5;0
1.51;0
1.52;0
1.53;0
1.54;0
1.55;0
1.56;0
1.57;0
1.58;0
1.59;0
1.6;0
1.61;0
1.62;0
1.63;0
1.64;0
1.65;0
1.66;0
1.67;0
1.68;0
1.69;0
1.7;0
1.71;0
1.72;0
1.73;0
1.74;1
1.75;0
1.76;0
1.77;2
1.78;4
1.79;11
1.8;14
1.81;6
1.82;7
1.83;20
1.84;24
1.85;21
1.86;50
1.87;49
1.88;42
1.89;60
1.9;168
1.91;59
1.92;38
1.93;37
1.94;49
1.95;37
1.96;43
1.97;53
1.98;42
1.99;42
2;32
2.01;30
2.02;22
2.03;30
2.04;19
2.05;17
2.06;26
2.07;20
2.08;13
2.09;13
2.1;10
2.11;9
2.12;18
2.13;17
2.14;14
2.15;4
2.16;7
2.17;11
2.18;16
2.19;7
2.2;7
2.21;7
2.22;7
2.23;8
2.24;7
2.25;4
2.26;6
2.27;5
2.28;4
2.29;5
2.3;9
2.31;2
2.32;6
2.33;5
2.34;4
2.35;7
2.36;5
2.37;4
2.38;4
2.39;4
2.4;6
2.41;3
2.42;6
2.43;6
2.44;4
2.45;4
2.46;2
2.47;4
2.48;2
2.49;4
2.5;2
2.51;1
2.52;2
2.53;4
2.54;4
2.55;3
2.56;2
2.57;2
2.58;2
2.59;2
2.6;2
2.61;2
2.62;4
2.63;2
2.64;1
2.65;1
2.66;3
2.67;3
2.68;1
2.69;0
2.7;2
2.71;0
2.72;0
2.73;1
2.74;1
2.75;2
2.76;0
2.77;1
2.78;1
2.79;2
2.8;2
2.81;1
2.82;2
2.83;4
2.84;1
2.85;4
2.86;1
2.87;0
2.88;1
2.89;0
2.9;0
2.91;1
2.92;1
2.93;0
2.94;0
2.95;0
2.96;0
2.97;0
2.98;0
2.99;1
3;0
3.01;1
3.02;0
3.03;0
3.04;0
3.05;0
3.06;0
3.07;0
3.08;1
3.09;1
3.1;0
3.11;0
3.12;0
3.13;0
3.14;1
3.15;0
3.16;0
3.17;0
3.18;1
3.19;0
3.2;0
3.21;0
3.22;0
3.23;0
3.24;0
3.25;0
3.26;0
3.27;0
3.28;0
3.29;0
3.3;0
3.31;0
3.32;0
3.33;0
3.34;0
3.35;0
3.36;0
3.37;0
3.38;0
3.39;0
